crop_id,source_image,base_image,split,original_class,original_class_id,original_x_center,original_y_center,original_width,original_height,padding_ratio,crop_path
1_0005g_aug000_crop10.jpg,1_0005g_aug000_jpg.rf.99a29b63174090497a832ad6d7a7b9bb.jpg,1_0005g_aug000,train,Tear-Delamination,2,0.791015625,0.7705078125,0.041015625,0.072265625,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Tear-Delamination\1_0005g_aug000_crop10.jpg
1_0005g_aug000_crop11.jpg,1_0005g_aug000_jpg.rf.99a29b63174090497a832ad6d7a7b9bb.jpg,1_0005g_aug000,train,Tear-Delamination,2,0.314453125,0.1591796875,0.046875,0.0595703125,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Tear-Delamination\1_0005g_aug000_crop11.jpg
1_0005g_aug000_crop12.jpg,1_0005g_aug000_jpg.rf.99a29b63174090497a832ad6d7a7b9bb.jpg,1_0005g_aug000,train,Porosity,1,0.7978515625,0.111328125,0.0390625,0.0498046875,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug000_crop12.jpg
1_0005g_aug000_crop13.jpg,1_0005g_aug000_jpg.rf.99a29b63174090497a832ad6d7a7b9bb.jpg,1_0005g_aug000,train,Porosity,1,0.1474609375,0.357421875,0.0390625,0.046875,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug000_crop13.jpg
1_0005g_aug000_crop14.jpg,1_0005g_aug000_jpg.rf.99a29b63174090497a832ad6d7a7b9bb.jpg,1_0005g_aug000,train,Porosity,1,0.037109375,0.740234375,0.044921875,0.0546875,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug000_crop14.jpg
1_0005g_aug000_crop15.jpg,1_0005g_aug000_jpg.rf.99a29b63174090497a832ad6d7a7b9bb.jpg,1_0005g_aug000,train,Porosity,1,0.0830078125,0.9443359375,0.025390625,0.0546875,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug000_crop15.jpg
1_0005g_aug000_crop16.jpg,1_0005g_aug000_jpg.rf.99a29b63174090497a832ad6d7a7b9bb.jpg,1_0005g_aug000,train,Porosity,1,0.888671875,0.935546875,0.029296875,0.056640625,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug000_crop16.jpg
1_0005g_aug000_crop17.jpg,1_0005g_aug000_jpg.rf.99a29b63174090497a832ad6d7a7b9bb.jpg,1_0005g_aug000,train,Porosity,1,0.2138671875,0.021484375,0.03125,0.0390625,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug000_crop17.jpg
1_0005g_aug000_crop18.jpg,1_0005g_aug000_jpg.rf.99a29b63174090497a832ad6d7a7b9bb.jpg,1_0005g_aug000,train,Porosity,1,0.09375,0.0478515625,0.037109375,0.044921875,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug000_crop18.jpg
1_0005g_aug002_crop0.jpg,1_0005g_aug002_jpg.rf.cc9ebfce9b228dc736edef8bce368993.jpg,1_0005g_aug002,train,Porosity,1,0.080078125,0.4921875,0.064453125,0.087890625,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug002_crop0.jpg
1_0005g_aug002_crop1.jpg,1_0005g_aug002_jpg.rf.cc9ebfce9b228dc736edef8bce368993.jpg,1_0005g_aug002,train,Tear-Delamination,2,0.193359375,0.5244140625,0.091796875,0.154296875,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Tear-Delamination\1_0005g_aug002_crop1.jpg
1_0005g_aug002_crop2.jpg,1_0005g_aug002_jpg.rf.cc9ebfce9b228dc736edef8bce368993.jpg,1_0005g_aug002,train,Tear-Delamination,2,0.5283203125,0.5498046875,0.171875,0.2158203125,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Tear-Delamination\1_0005g_aug002_crop2.jpg
1_0005g_aug002_crop3.jpg,1_0005g_aug002_jpg.rf.cc9ebfce9b228dc736edef8bce368993.jpg,1_0005g_aug002,train,Porosity,1,0.6884765625,0.544921875,0.044921875,0.0625,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug002_crop3.jpg
1_0005g_aug002_crop4.jpg,1_0005g_aug002_jpg.rf.cc9ebfce9b228dc736edef8bce368993.jpg,1_0005g_aug002,train,Porosity,1,0.224609375,0.7705078125,0.0576171875,0.0908203125,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug002_crop4.jpg
1_0005g_aug002_crop5.jpg,1_0005g_aug002_jpg.rf.cc9ebfce9b228dc736edef8bce368993.jpg,1_0005g_aug002,train,Porosity,1,0.693359375,0.732421875,0.044921875,0.0810546875,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug002_crop5.jpg
1_0005g_aug002_crop6.jpg,1_0005g_aug002_jpg.rf.cc9ebfce9b228dc736edef8bce368993.jpg,1_0005g_aug002,train,Porosity,1,0.900390625,0.857421875,0.060546875,0.091796875,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug002_crop6.jpg
1_0005g_aug004_crop0.jpg,1_0005g_aug004_jpg.rf.633911390d2471f6dc897d4c1135b29d.jpg,1_0005g_aug004,train,Tear-Delamination,2,0.5244140625,0.5556640625,0.1826171875,0.2392578125,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Tear-Delamination\1_0005g_aug004_crop0.jpg
1_0005g_aug004_crop1.jpg,1_0005g_aug004_jpg.rf.633911390d2471f6dc897d4c1135b29d.jpg,1_0005g_aug004,train,Tear-Delamination,2,0.087890625,0.4912109375,0.076171875,0.111328125,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Tear-Delamination\1_0005g_aug004_crop1.jpg
1_0005g_aug004_crop2.jpg,1_0005g_aug004_jpg.rf.633911390d2471f6dc897d4c1135b29d.jpg,1_0005g_aug004,train,Tear-Delamination,2,0.2060546875,0.533203125,0.072265625,0.1484375,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Tear-Delamination\1_0005g_aug004_crop2.jpg
1_0005g_aug004_crop3.jpg,1_0005g_aug004_jpg.rf.633911390d2471f6dc897d4c1135b29d.jpg,1_0005g_aug004,train,Tear-Delamination,2,0.2265625,0.791015625,0.0498046875,0.1611328125,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Tear-Delamination\1_0005g_aug004_crop3.jpg
1_0005g_aug004_crop4.jpg,1_0005g_aug004_jpg.rf.633911390d2471f6dc897d4c1135b29d.jpg,1_0005g_aug004,train,Tear-Delamination,2,0.705078125,0.7255859375,0.0595703125,0.095703125,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Tear-Delamination\1_0005g_aug004_crop4.jpg
1_0005g_aug004_crop5.jpg,1_0005g_aug004_jpg.rf.633911390d2471f6dc897d4c1135b29d.jpg,1_0005g_aug004,train,Tear-Delamination,2,0.6689453125,0.951171875,0.103515625,0.080078125,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Tear-Delamination\1_0005g_aug004_crop5.jpg
1_0005g_aug004_crop6.jpg,1_0005g_aug004_jpg.rf.633911390d2471f6dc897d4c1135b29d.jpg,1_0005g_aug004,train,Tear-Delamination,2,0.912109375,0.8525390625,0.0498046875,0.095703125,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Tear-Delamination\1_0005g_aug004_crop6.jpg
1_0005g_aug004_crop7.jpg,1_0005g_aug004_jpg.rf.633911390d2471f6dc897d4c1135b29d.jpg,1_0005g_aug004,train,Tear-Delamination,2,0.7802734375,0.8642578125,0.0419921875,0.068359375,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Tear-Delamination\1_0005g_aug004_crop7.jpg
1_0005g_aug004_crop8.jpg,1_0005g_aug004_jpg.rf.633911390d2471f6dc897d4c1135b29d.jpg,1_0005g_aug004,train,Tear-Delamination,2,0.7919921875,0.767578125,0.041015625,0.0751953125,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Tear-Delamination\1_0005g_aug004_crop8.jpg
1_0005g_aug004_crop9.jpg,1_0005g_aug004_jpg.rf.633911390d2471f6dc897d4c1135b29d.jpg,1_0005g_aug004,train,Tear-Delamination,2,0.6904296875,0.548828125,0.041015625,0.078125,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Tear-Delamination\1_0005g_aug004_crop9.jpg
1_0005g_aug004_crop10.jpg,1_0005g_aug004_jpg.rf.633911390d2471f6dc897d4c1135b29d.jpg,1_0005g_aug004,train,Tear-Delamination,2,0.58203125,0.8603515625,0.0546875,0.0732421875,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Tear-Delamination\1_0005g_aug004_crop10.jpg
1_0005g_aug004_crop11.jpg,1_0005g_aug004_jpg.rf.633911390d2471f6dc897d4c1135b29d.jpg,1_0005g_aug004,train,Porosity,1,0.3134765625,0.162109375,0.0419921875,0.0625,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug004_crop11.jpg
1_0005g_aug004_crop12.jpg,1_0005g_aug004_jpg.rf.633911390d2471f6dc897d4c1135b29d.jpg,1_0005g_aug004,train,Porosity,1,0.7998046875,0.1103515625,0.03125,0.0517578125,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug004_crop12.jpg
1_0005g_aug004_crop13.jpg,1_0005g_aug004_jpg.rf.633911390d2471f6dc897d4c1135b29d.jpg,1_0005g_aug004,train,Porosity,1,0.212890625,0.021484375,0.029296875,0.0341796875,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug004_crop13.jpg
1_0005g_aug004_crop14.jpg,1_0005g_aug004_jpg.rf.633911390d2471f6dc897d4c1135b29d.jpg,1_0005g_aug004,train,Porosity,1,0.0927734375,0.044921875,0.033203125,0.0390625,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug004_crop14.jpg
1_0005g_aug004_crop15.jpg,1_0005g_aug004_jpg.rf.633911390d2471f6dc897d4c1135b29d.jpg,1_0005g_aug004,train,Porosity,1,0.146484375,0.353515625,0.037109375,0.0419921875,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug004_crop15.jpg
1_0005g_aug004_crop16.jpg,1_0005g_aug004_jpg.rf.633911390d2471f6dc897d4c1135b29d.jpg,1_0005g_aug004,train,Porosity,1,0.193359375,0.201171875,0.021484375,0.0419921875,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug004_crop16.jpg
1_0005g_aug004_crop17.jpg,1_0005g_aug004_jpg.rf.633911390d2471f6dc897d4c1135b29d.jpg,1_0005g_aug004,train,Porosity,1,0.037109375,0.7421875,0.0439453125,0.052734375,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug004_crop17.jpg
1_0005g_aug004_crop18.jpg,1_0005g_aug004_jpg.rf.633911390d2471f6dc897d4c1135b29d.jpg,1_0005g_aug004,train,Porosity,1,0.076171875,0.943359375,0.03125,0.052734375,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug004_crop18.jpg
1_0005g_aug004_crop19.jpg,1_0005g_aug004_jpg.rf.633911390d2471f6dc897d4c1135b29d.jpg,1_0005g_aug004,train,Porosity,1,0.888671875,0.9384765625,0.0283203125,0.0576171875,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug004_crop19.jpg
1_0005g_aug004_crop20.jpg,1_0005g_aug004_jpg.rf.633911390d2471f6dc897d4c1135b29d.jpg,1_0005g_aug004,train,Porosity,1,0.3974609375,0.517578125,0.0234375,0.037109375,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug004_crop20.jpg
1_0005g_aug004_crop21.jpg,1_0005g_aug004_jpg.rf.633911390d2471f6dc897d4c1135b29d.jpg,1_0005g_aug004,train,Porosity,1,0.1357421875,0.611328125,0.025390625,0.0625,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug004_crop21.jpg
1_0005g_aug004_crop22.jpg,1_0005g_aug004_jpg.rf.633911390d2471f6dc897d4c1135b29d.jpg,1_0005g_aug004,train,Porosity,1,0.8046875,0.470703125,0.021484375,0.0390625,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug004_crop22.jpg
1_0005g_aug006_crop0.jpg,1_0005g_aug006_jpg.rf.723bb56849e739323ee92fcf01f3b258.jpg,1_0005g_aug006,train,Tear-Delamination,2,0.5302734375,0.548828125,0.158203125,0.2373046875,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Tear-Delamination\1_0005g_aug006_crop0.jpg
1_0005g_aug006_crop1.jpg,1_0005g_aug006_jpg.rf.723bb56849e739323ee92fcf01f3b258.jpg,1_0005g_aug006,train,Tear-Delamination,2,0.197265625,0.5283203125,0.0830078125,0.15625,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Tear-Delamination\1_0005g_aug006_crop1.jpg
1_0005g_aug006_crop2.jpg,1_0005g_aug006_jpg.rf.723bb56849e739323ee92fcf01f3b258.jpg,1_0005g_aug006,train,Tear-Delamination,2,0.0869140625,0.490234375,0.080078125,0.1220703125,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Tear-Delamination\1_0005g_aug006_crop2.jpg
1_0005g_aug006_crop3.jpg,1_0005g_aug006_jpg.rf.723bb56849e739323ee92fcf01f3b258.jpg,1_0005g_aug006,train,Tear-Delamination,2,0.228515625,0.806640625,0.060546875,0.130859375,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Tear-Delamination\1_0005g_aug006_crop3.jpg
1_0005g_aug006_crop4.jpg,1_0005g_aug006_jpg.rf.723bb56849e739323ee92fcf01f3b258.jpg,1_0005g_aug006,train,Porosity,1,0.6865234375,0.546875,0.0361328125,0.072265625,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug006_crop4.jpg
1_0005g_aug006_crop5.jpg,1_0005g_aug006_jpg.rf.723bb56849e739323ee92fcf01f3b258.jpg,1_0005g_aug006,train,Porosity,1,0.7041015625,0.724609375,0.044921875,0.0732421875,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug006_crop5.jpg
1_0005g_aug006_crop6.jpg,1_0005g_aug006_jpg.rf.723bb56849e739323ee92fcf01f3b258.jpg,1_0005g_aug006,train,Porosity,1,0.7890625,0.76171875,0.0498046875,0.060546875,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug006_crop6.jpg
1_0005g_aug006_crop7.jpg,1_0005g_aug006_jpg.rf.723bb56849e739323ee92fcf01f3b258.jpg,1_0005g_aug006,train,Porosity,1,0.912109375,0.8544921875,0.044921875,0.072265625,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug006_crop7.jpg
1_0005g_aug006_crop8.jpg,1_0005g_aug006_jpg.rf.723bb56849e739323ee92fcf01f3b258.jpg,1_0005g_aug006,train,Porosity,1,0.576171875,0.8671875,0.048828125,0.087890625,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug006_crop8.jpg
1_0005g_aug007_crop0.jpg,1_0005g_aug007_jpg.rf.cd87382e5d62c17ccb2ae05b026d9318.jpg,1_0005g_aug007,train,Tear-Delamination,2,0.521484375,0.5498046875,0.1796875,0.240234375,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Tear-Delamination\1_0005g_aug007_crop0.jpg
1_0005g_aug007_crop1.jpg,1_0005g_aug007_jpg.rf.cd87382e5d62c17ccb2ae05b026d9318.jpg,1_0005g_aug007,train,Tear-Delamination,2,0.0849609375,0.4892578125,0.0859375,0.1279296875,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Tear-Delamination\1_0005g_aug007_crop1.jpg
1_0005g_aug007_crop2.jpg,1_0005g_aug007_jpg.rf.cd87382e5d62c17ccb2ae05b026d9318.jpg,1_0005g_aug007,train,Tear-Delamination,2,0.203125,0.5341796875,0.068359375,0.1533203125,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Tear-Delamination\1_0005g_aug007_crop2.jpg
1_0005g_aug007_crop3.jpg,1_0005g_aug007_jpg.rf.cd87382e5d62c17ccb2ae05b026d9318.jpg,1_0005g_aug007,train,Tear-Delamination,2,0.2275390625,0.787109375,0.0517578125,0.162109375,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Tear-Delamination\1_0005g_aug007_crop3.jpg
1_0005g_aug007_crop4.jpg,1_0005g_aug007_jpg.rf.cd87382e5d62c17ccb2ae05b026d9318.jpg,1_0005g_aug007,train,Tear-Delamination,2,0.69921875,0.7353515625,0.0703125,0.1044921875,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Tear-Delamination\1_0005g_aug007_crop4.jpg
1_0005g_aug007_crop5.jpg,1_0005g_aug007_jpg.rf.cd87382e5d62c17ccb2ae05b026d9318.jpg,1_0005g_aug007,train,Tear-Delamination,2,0.912109375,0.8447265625,0.048828125,0.1171875,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Tear-Delamination\1_0005g_aug007_crop5.jpg
1_0005g_aug007_crop6.jpg,1_0005g_aug007_jpg.rf.cd87382e5d62c17ccb2ae05b026d9318.jpg,1_0005g_aug007,train,Tear-Delamination,2,0.662109375,0.94921875,0.1171875,0.0859375,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Tear-Delamination\1_0005g_aug007_crop6.jpg
1_0005g_aug007_crop7.jpg,1_0005g_aug007_jpg.rf.cd87382e5d62c17ccb2ae05b026d9318.jpg,1_0005g_aug007,train,Tear-Delamination,2,0.775390625,0.865234375,0.0576171875,0.072265625,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Tear-Delamination\1_0005g_aug007_crop7.jpg
1_0005g_aug007_crop8.jpg,1_0005g_aug007_jpg.rf.cd87382e5d62c17ccb2ae05b026d9318.jpg,1_0005g_aug007,train,Tear-Delamination,2,0.58203125,0.8642578125,0.0576171875,0.0810546875,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Tear-Delamination\1_0005g_aug007_crop8.jpg
1_0005g_aug007_crop9.jpg,1_0005g_aug007_jpg.rf.cd87382e5d62c17ccb2ae05b026d9318.jpg,1_0005g_aug007,train,Tear-Delamination,2,0.7919921875,0.7685546875,0.041015625,0.0810546875,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Tear-Delamination\1_0005g_aug007_crop9.jpg
1_0005g_aug007_crop10.jpg,1_0005g_aug007_jpg.rf.cd87382e5d62c17ccb2ae05b026d9318.jpg,1_0005g_aug007,train,Tear-Delamination,2,0.3173828125,0.1728515625,0.041015625,0.0830078125,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Tear-Delamination\1_0005g_aug007_crop10.jpg
1_0005g_aug008_crop0.jpg,1_0005g_aug008_jpg.rf.bd790142a80be7b3d7f2c2347b498ffb.jpg,1_0005g_aug008,train,Tear-Delamination,2,0.5244140625,0.544921875,0.158203125,0.2080078125,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Tear-Delamination\1_0005g_aug008_crop0.jpg
1_0005g_aug008_crop1.jpg,1_0005g_aug008_jpg.rf.bd790142a80be7b3d7f2c2347b498ffb.jpg,1_0005g_aug008,train,Porosity,1,0.0830078125,0.5068359375,0.068359375,0.1015625,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug008_crop1.jpg
1_0005g_aug008_crop2.jpg,1_0005g_aug008_jpg.rf.bd790142a80be7b3d7f2c2347b498ffb.jpg,1_0005g_aug008,train,Porosity,1,0.197265625,0.5390625,0.0595703125,0.109375,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug008_crop2.jpg
1_0005g_aug008_crop3.jpg,1_0005g_aug008_jpg.rf.bd790142a80be7b3d7f2c2347b498ffb.jpg,1_0005g_aug008,train,Porosity,1,0.9091796875,0.8623046875,0.0595703125,0.0908203125,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug008_crop3.jpg
1_0005g_aug008_crop4.jpg,1_0005g_aug008_jpg.rf.bd790142a80be7b3d7f2c2347b498ffb.jpg,1_0005g_aug008,train,Porosity,1,0.21484375,0.767578125,0.0419921875,0.072265625,0.1,c:\Users\syed mohammad anas\Desktop\sir_khurram_project\sem_defect_project\datasets\classifier_crops\train\Porosity\1_0005g_aug008_crop4.jpg
